ZoneName,LengthM,SiteCode,DateStart,DateFinish,ZoneDescription,Comments,Comments2,RoadType,RCACScore,RoadWidthM,LRoadWidth,RRoadWidth,WidthVarie,RCACWidth,RCACTreesW,RCACTreesS,RCACGround,RCACGrassl,RCACLeafLi,RCACLogs,RCACRocksC,RCACWetlan,RCACMaxFau,RCACRegene,RCACWildli,RCACWeedCo,RCACSiteDi,RCACRareSp,HollowTree,LargeOldTree,Trees,LogsWoodyD,GroundFlor,Mistletoe,Shrubs,BioticSoil,LeafMulchL,Rocks,CracksCrev,Wetland,Disturbanc,Regenerati,Weeds,Powerline,BiomassRed,AdjoiningL,AdjoiningV,PowerlineD,CanopyCont,OverallFue,GroundFuel,ElevatedFu,BarkHazard,Majorweeds,Locality,LandFormLS,LandForm00,SoilType,EVCCode,EVCNotes,EVCSource,Origin,Recommenda
allen court,2,g095,24/09/2014,24/09/2014,dominated by planted and spreading environmental weeds,,,,4,4.0,0-5,0-5,0,1,0,2,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0.0,0,29,0,16,0,0,0,0,0,1,1,1,1,289,,e,307.0,none,,,,,,,,,,47,47,survey,,
oleary court,2,g296,24/09/2014,24/09/2014,forest,,,,14,4.0,0-5,,0,1,0,1,2,0,2,1,0,0,5,1,2,1,4,0,0,0,20.0,1,32,0,24,2,2,0,0,0,3,2,2,0,300,,i,,continuous,,,,,,,,,,286,22/20>[47]>22/20,survey,,
tudors lane,3,g097c,24/09/2014,24/09/2014,forest,,hcv roadside converted to very high status due to listed species presence,,30,4.0,0-5,,0,1,0,2,2,0,2,1,0,0,5,1,2,2,4,1,0,0,20.0,1,32,1,24,2,2,0,0,0,3,2,3,0,300,,i,,continuous,,,,,,,,,,286,22/20,survey,,
tudors lane,5,g097c,24/09/2014,24/09/2014,forest,,,,16,4.0,0-5,,0,1,0,2,2,0,2,1,0,0,5,1,2,3,4,0,0,0,20.0,1,29,1,24,2,2,0,0,0,3,2,4,0,300,,i+e,,continuous,,,,,,,,,,286,[47]>22/20,survey,,
tudors lane,1,g097c,24/09/2014,24/09/2014,forest,,,,17,4.0,,,0,1,0,2,2,0,2,2,0,0,5,1,3,3,4,0,0,0,20.0,2,48,0,24,12,14,0,0,0,3,2,4,0,300,,e,,c,,,,,,,,,,286,[47]>22/20>[47]>22/20,survey,,
tudors lane,1,g097c,24/09/2014,24/09/2014,cleared with occasional trees and/or shrubs,,,,12,4.0,0-5,,0,1,0,2,2,0,0,1,0,0,5,1,2,1,2,0,0,0,18.0,1,29,0,23,0,0,0,0,0,2,2,2,0,300,,i+e,,patchy,,,,,,,,,,47,47,survey,,
tudors lane,1,g097c,24/09/2014,24/09/2014,cleared under powerlines,,,,3,4.0,0-5,,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0.0,0,29,0,0,0,0,0,0,0,1,1,1,1,298,,e,,none,,,,,,,,,,47,47,survey,,
tudors lane,1,g097c,24/09/2014,24/09/2014,woodland with weedy grassy understorey,,"roadside only scores hcv due to listed species presence, otherwise mcv",,23,4.0,0-5,,0,1,0,2,2,0,1,0,0,0,5,0,0,0,2,1,0,0,16.0,0,29,0,23,0,1,0,0,0,2,1,1,0,300,,e,,sparse,,,,,,,,,,47,47,survey,,
tudors lane,2,g097c,24/09/2014,24/09/2014,pasture grasses and weeds,,,,3,4.0,0-5,,0,1,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0.0,0,28,0,16,0,0,0,0,0,1,1,1,0,300,,e,,none,,,,,,,,,,47,47,survey,,
tudors lane,2,g097c,24/09/2014,24/09/2014,pasture grasses and weeds,,,,2,4.0,,0-5,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,28,0,0,0,0,0,0,0,1,1,1,0,300,,e,,none,,,,,,,,,,47,47,survey,,
tudors lane,4,g097c,24/09/2014,24/09/2014,woodland with weedy grassy understorey,,"roadside only scores hcv due to listed species presence, otherwise mcv",,24,4.0,,0-5,0,1,0,2,2,0,1,0,0,0,5,0,1,0,2,1,0,0,18.0,0,29,0,23,0,1,0,0,0,2,1,1,0,300,,e,,patchy,,,,,,,,,,47,47,survey,,
tudors lane,2,g097c,24/09/2014,24/09/2014,forest,,,,16,4.0,,0-5,0,1,1,2,2,0,2,1,0,0,5,1,2,3,4,0,0,1,20.0,1,32,1,24,2,2,0,0,0,3,2,4,1,300,,i+e,306.0,continuous,,,,,,,,,,286,[47]>22/20>[47]>22/20,survey,,
tudors lane,3,g097c,24/09/2014,24/09/2014,forest,,,,14,4.0,,0-5,0,1,0,2,2,0,1,1,0,0,5,1,2,1,4,0,0,0,18.0,1,29,0,23,1,1,0,0,0,3,2,2,0,300,,i+e,,patchy,,,,,,,,,,47,47>[20/22],survey,,
parslow road,1,g298,24/09/2014,24/09/2014,forest,left side only 1m wide,,,16,8.0,0-5,Jun-20,0,2,0,2,2,0,2,2,0,0,5,1,2,2,4,0,0,0,20.0,2,32,0,24,2,2,0,0,0,3,2,3,1,300,,i+e,291.0,continuous,,,,,,,,,,286,22/20,survey,,
butterworth road,1,g097,24/09/2014,24/09/2014,forest,unused road reserve,,,16,4.0,0-5,0-5,0,1,0,2,2,0,2,2,0,0,5,1,3,2,4,0,0,0,20.0,2,32,0,24,2,2,0,0,0,3,2,3,0,300,,i,,continuous,,,,,,,,,,286,22/20,survey,,
wyuna crescent,4,g085,24/09/2014,24/09/2014,cleared with occasional trees and/or shrubs,,,,10,4.0,0-5,,0,1,0,2,2,0,1,0,0,0,5,1,0,1,2,0,0,0,16.0,0,29,0,23,1,1,0,0,0,2,2,2,0,289,,e,,none,,,,,,,,,,47,47,survey,,
wyuna crescent,1,g085,24/09/2014,24/09/2014,forest,,,,15,4.0,0-5,,0,1,0,2,2,0,2,0,0,0,5,1,2,2,4,0,0,0,20.0,0,32,0,24,2,2,0,0,0,3,2,3,0,289,,i+e,,continuous,,,,,,,,,,47,47,survey,,
wyuna crescent,2,g085,24/09/2014,24/09/2014,pasture grasses and weeds,,,,6,4.0,0-5,,0,1,0,2,2,0,0,0,0,0,4,0,0,1,0,0,0,0,16.0,0,29,0,16,0,0,0,0,0,1,1,2,0,298,,e,,none,,,,,,,,,,47,47,survey,,
wyuna crescent,9,g085,24/09/2014,24/09/2014,forest,,,,15,4.0,,0-5,0,1,0,2,2,0,2,1,0,0,5,1,2,2,4,0,0,0,20.0,1,32,0,23,2,2,0,0,0,3,2,3,0,289,,i+e,,continuous,,,,,,,,,,47,47,survey,,
wyuna crescent,7,g085,24/09/2014,24/09/2014,cleared under powerlines,,,,10,4.0,,0-5,0,1,0,0,2,0,1,1,0,0,5,1,0,1,2,0,0,0,16.0,1,29,0,16,1,1,0,0,0,2,2,2,1,298,,i+e,306.0,sparse,,,,,,,,,,47,47,survey,,
grams road,1,g068a,25/09/2014,25/09/2014,cleared under powerlines,,,,11,4.0,0-5,,0,1,0,2,2,0,1,0,0,0,5,1,0,2,2,0,0,0,16.0,0,45,0,16,1,1,0,0,0,2,2,3,1,289,,e,,none,,,,,,,,,,47,47>[20],survey,,
grams road,7,g068a,25/09/2014,25/09/2014,forest,,,,17,4.0,0-5,,0,1,0,2,2,0,2,2,0,0,5,1,3,3,4,0,0,0,20.0,2,48,0,24,2,2,0,0,0,3,2,4,0,300,,i,,continuous,,,,,,,,,,396,20>[198]>20,survey,,
grams road,9,g068a,25/09/2014,25/09/2014,cleared under powerlines,,,,13,4.0,0-5,,0,1,0,2,2,0,1,0,0,0,5,1,2,2,2,0,0,0,18.0,0,32,0,23,1,1,0,0,0,2,2,3,0,298,,i,,sparse,,,,,,,,,,20,20,survey,,
grams road,4,g068a,25/09/2014,25/09/2014,forest,,,,17,4.0,0-5,,0,1,0,2,2,0,2,1,0,0,5,1,3,3,4,0,0,0,20.0,1,45,0,24,2,2,0,0,0,3,2,4,0,300,,i,,continuous,,,,,,,,,,286,20/22>[47],survey,,
grams road,1,g068a,25/09/2014,25/09/2014,forest,,,,17,4.0,,0-5,0,1,1,2,2,0,2,1,0,0,5,1,3,3,4,0,0,1,,1,45,0,24,2,2,0,0,0,3,2,4,1,300,,i,306.0,continuous,,,,,,,,,,286,[47]>20/22,survey,,
grams road,7,g068a,25/09/2014,25/09/2014,forest,,hcv roadside converted to very high status due to listed species presence,,30,5.0,,0-5,0,1,0,2,2,0,2,1,0,0,5,1,2,2,4,1,0,0,20.0,1,32,0,24,2,2,0,0,0,3,2,3,1,289,,i+e,306.0,continuous,,,,,,,,,,265,20/22>47,survey,,
grams road,1,g068a,25/09/2014,25/09/2014,woodland with patchy native grass understorey,,,,13,4.0,,0-5,0,1,0,2,2,0,2,0,0,0,5,1,0,2,4,0,0,0,18.0,0,29,0,16,2,2,0,0,0,3,2,3,0,289,,e,,patchy,,,,,,,,,,47,47,survey,,
elmat court,3,g068b,25/09/2014,25/09/2014,forest,,hcv roadside converted to very high status due to listed species presence,,30,4.0,0-5,,0,1,0,2,2,0,1,0,0,0,5,1,2,2,4,1,0,0,18.0,0,32,0,23,1,1,0,0,0,3,2,3,0,289,,i+e,,continuous,,,,,,,,,,47,47,survey,,
elmat court,3,g068b,25/09/2014,25/09/2014,cleared under powerlines,,,,8,4.0,,,0,0,0,0,2,0,1,0,0,0,3,0,1,2,2,0,0,0,0.0,0,29,0,0,1,1,0,0,0,2,1,3,1,298,,i,,none,,,,,,,,,,47,47,survey,,
off grams rd,7,g292,25/09/2014,25/09/2014,forest,,,,15,4.0,0-5,0-5,0,1,0,2,2,0,2,1,0,0,5,1,1,3,4,0,0,0,20.0,1,50,0,24,2,2,0,0,0,3,2,4,1,300,,i,,patchy,,,,,,,,,,20,20,survey,,
henlin park road,2,g090,25/09/2014,25/09/2014,cleared under powerlines,,,,9,4.0,0-5,,0,1,0,2,2,0,0,0,0,1,5,0,0,1,2,0,0,0,16.0,0,29,0,16,0,0,0,0,1,2,1,2,1,289,,e,,none,,,,,,,,,,47,47,survey,,
henlin park road,4,g090,25/09/2014,25/09/2014,cleared under powerlines,,,,4,4.0,0-5,,0,1,0,1,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0.0,0,29,0,16,0,0,0,0,0,1,1,1,0,298,,e,,none,,,,,,,,,,47,47,survey,,
henlin park road,1,g090,25/09/2014,25/09/2014,cleared under powerlines,,,,10,4.0,0-5,,0,1,0,2,2,0,1,0,0,0,5,0,0,2,2,0,0,0,0.0,0,50,0,23,1,1,0,0,0,2,1,3,0,289,,e,,none,,,,,,,,,,286,20/22,survey,,
henlin park road,5,g090,25/09/2014,25/09/2014,forest,,,,17,4.0,,0-5,0,1,1,2,2,0,2,1,0,0,5,1,3,3,4,0,0,1,20.0,1,32,0,24,2,2,0,0,0,3,2,4,0,289,,i,,continuous,,,,,,,,,,286,20/22,survey,,
henlin park road,3,g090,25/09/2014,25/09/2014,woodland with weedy grassy understorey,,"roadside only scores hcv due to listed species presence, otherwise mcv",,27,4.0,,0-5,0,1,0,2,2,0,1,0,0,0,5,1,2,1,2,1,0,0,18.0,0,29,0,23,0,1,0,0,0,2,2,2,0,289,,e,,patchy,,,,,,,,,,47,47,survey,,
willis court,2,g319,25/09/2014,25/09/2014,cleared with occasional trees and/or shrubs,,,,6,4.0,0-5,0-5,0,1,0,1,2,0,0,0,0,1,4,1,0,0,0,0,0,0,0.0,0,29,0,16,0,0,0,0,1,1,2,1,0,298,,i+e,,none,,,,,,,,,,47,47,survey,,
home court,1,g269,25/09/2014,25/09/2014,cleared under powerlines,,,,3,4.0,0-5,0-5,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0.0,0,29,0,0,0,0,0,0,0,1,1,1,0,298,,e,,none,,,,,,,,,,47,47,survey,,
junipers road,4,g090a,25/09/2014,25/09/2014,cleared under powerlines,middle section ground layer more intact,,,9,2.0,0-5,,0,1,0,1,2,0,1,0,0,0,4,0,0,2,2,0,0,0,0.0,0,29,0,16,1,1,0,0,0,2,1,3,1,298,,e,,none,,,,,,,,,,286,20/22,survey,,
junipers road,3,g090a,25/09/2014,25/09/2014,forest,,hcv roadside converted to very high status due to listed species presence,,33,10.0,,Jun-20,0,2,0,2,2,0,2,2,0,0,5,1,3,3,4,1,0,0,20.0,2,32,0,24,2,2,0,0,0,3,2,4,0,289,,i,,continuous,,,,,,,,,,286,20/22,survey,,
junipers road,1,g090a,25/09/2014,25/09/2014,forest,,,,17,8.0,Jun-20,Jun-20,1,2,0,2,2,0,2,2,0,0,5,1,3,2,4,0,0,0,20.0,2,32,0,24,2,2,0,0,0,3,2,3,0,300,,i+e,,continuous,,,,,,,,,,265,22/20>47,survey,,
junipers road,4,g090a,25/09/2014,25/09/2014,cleared with occasional trees and/or shrubs,,"roadside only scores hcv due to listed species presence, otherwise mcv",,29,10.0,Jun-20,Jun-20,1,2,0,2,2,0,0,0,0,2,5,0,2,1,4,1,0,0,18.0,0,29,0,24,0,0,0,0,11,3,1,2,0,300,,i,,sparse,,,,,,,,,,47,47,survey,,
blackberry lane,1,g061,25/09/2014,25/09/2014,forest,,,,16,7.0,Jun-20,,0,2,0,2,2,0,2,1,0,0,5,1,2,2,4,0,0,0,,1,32,0,24,2,3,0,0,0,3,2,3,0,289,,i,,continuous,,,,,,,,,,286,22/20>[47]>22/20,survey,,
blackberry lane,8,g061,25/09/2014,25/09/2014,woodland with weedy grassy understorey,,hcv roadside converted to very high status due to listed species presence,,31,7.0,Jun-20,,0,2,0,2,2,0,2,1,0,0,5,1,2,2,4,1,0,0,18.0,1,32,0,24,2,2,0,0,0,3,2,3,0,289,,i,,continuous,,,,,,,,,,47,47>47/22>47,survey,,
blackberry lane,1,g061,25/09/2014,25/09/2014,cleared with occasional trees and/or shrubs,,,,9,4.0,0-5,,0,1,0,2,2,0,1,0,0,0,5,0,0,1,2,0,0,0,16.0,0,29,0,16,0,1,0,0,0,2,1,2,0,298,,e,,sparse,,,,,,,,,,47,47,survey,,
blackberry lane,6,g061,25/09/2014,25/09/2014,woodland with patchy native grass understorey,,,,11,4.0,,0-5,0,1,1,2,2,0,1,0,0,0,5,0,0,1,4,0,0,1,18.0,0,29,1,23,1,1,0,0,0,3,1,2,0,290,,e,,patchy,,,,,,,,,,47,47,survey,,
blackberry lane,1,g061,25/09/2014,25/09/2014,cleared under powerlines,,"roadside only scores hcv due to listed species presence, otherwise lcv",,19,2.0,,0-5,0,1,0,1,2,0,0,0,0,0,3,0,0,0,0,1,0,0,0.0,0,29,0,16,0,0,0,0,0,1,1,1,1,289,,en,,none,,,,,,,,,,587,47/22,survey,,
andrew drive,5,g061a,25/09/2014,25/09/2014,forest,,,,12,3.0,0-5,,0,1,0,2,2,0,2,1,0,0,5,1,2,1,2,0,0,0,20.0,1,32,0,24,2,2,0,0,0,2,2,2,0,289,,i,,continuous,,,,,,,,,,47,47,survey,,
andrew drive,1,g061a,25/09/2014,25/09/2014,cleared under powerlines,,,,10,4.0,0-5,,1,1,0,2,2,0,2,0,0,0,5,0,0,2,2,0,0,0,16.0,0,32,0,16,2,2,0,0,0,2,1,3,1,0,,i,,none,,,,,,,,,,286,22/20,survey,,
andrew drive,1,g061a,25/09/2014,25/09/2014,forest,,,,16,4.0,,0-5,0,1,0,2,2,0,2,0,0,0,5,1,2,3,4,0,0,0,20.0,0,32,0,24,2,3,0,0,0,3,2,4,0,289,,i,,continuous,,,,,,,,,,286,22/20,survey,,
andrew drive,4,g061a,25/09/2014,25/09/2014,cleared under powerlines,,,,12,4.0,,0-5,1,0,0,0,2,0,2,0,0,0,5,2,0,2,2,0,0,0,16.0,0,32,0,23,2,2,0,0,0,2,3,3,0,289,,i+e,,none,,,,,,,,,,286,22/20,survey,,
ross creek-haddon road,4,g068,30/09/2014,30/09/2014,forest,,,,17,8.0,Jun-20,,1,2,0,2,2,0,2,1,0,0,5,1,3,2,4,0,0,0,20.0,1,51,0,23,2,2,0,0,0,3,2,3,0,300,,i+e,,continuous,,,,,,,,,,47,47,survey,,
ross creek-haddon road,6,g068,30/09/2014,30/09/2014,forest,"pines are a problem,quality is patchy as a result",,,17,8.0,Jun-20,,1,2,0,2,2,0,2,2,0,0,5,1,3,2,4,0,0,0,20.0,2,32,0,24,2,3,0,0,0,3,2,3,0,300,,i,,continuous,,,,,,,,,,286,22/20,survey,,
ross creek-haddon road,1,g068,30/09/2014,30/09/2014,forest,"dominated by pines, ground layer modified by mowing",,,10,4.0,0-5,,0,1,0,2,2,0,0,0,0,0,4,0,2,1,2,0,0,0,16.0,0,29,0,16,0,0,0,0,0,2,1,2,1,298,,i+e,,sparse,,,,,,,,,,286,20/22,survey,,
ross creek-haddon road,1,g068,30/09/2014,30/09/2014,forest,,,,16,4.0,0-5,,1,1,1,2,2,0,2,2,0,0,5,1,3,2,4,0,0,1,20.0,2,32,1,24,2,2,0,0,0,3,2,3,0,300,,i,,continuous,,,,,,,,,,286,22/20>[47]>22/20>[47],survey,,
ross creek-haddon road,3,g068,30/09/2014,30/09/2014,cleared with occasional trees and/or shrubs,,,,6,4.0,0-5,,0,1,0,2,2,0,0,0,0,0,4,1,0,0,0,0,0,0,16.0,0,29,0,16,0,0,0,0,0,1,2,1,1,300,,e,,none,,,,,,,,,,47,47,survey,,
butterworth road,8,g097,30/09/2014,30/09/2014,forest,"unformed road reserve, walked not driven no track",,,18,8.0,Jun-20,Jun-20,0,2,1,2,2,0,2,2,0,0,5,1,3,3,4,0,0,1,20.0,2,32,0,24,3,3,0,0,0,3,2,4,0,300,,i,,continuous,,,,,,,,,,286,20/22,survey,,
ross creek-haddon road,2,g068,30/09/2014,30/09/2014,cleared with occasional trees and/or shrubs,,,,4,4.0,,0-5,0,1,0,2,2,0,0,0,0,0,3,0,0,0,0,0,0,0,16.0,0,29,0,0,0,0,0,0,0,1,1,1,0,300,,i,,none,,,,,,,,,,47,47,survey,,
ross creek-haddon road,7,g068,30/09/2014,30/09/2014,forest,,,,12,4.0,0-5,0-5,1,1,0,1,2,0,1,0,0,0,5,1,2,1,2,0,0,0,20.0,0,29,1,24,1,1,0,0,0,2,2,2,0,300,,i,,patchy,,,,,,,,,,47,47,survey,,
ross creek-haddon road,1,g068,30/09/2014,30/09/2014,forest,,,,15,4.0,,0-5,1,1,0,2,2,0,2,1,0,0,5,1,2,2,4,0,0,0,18.0,1,32,0,24,2,2,0,0,0,3,2,3,0,300,,i,,patchy,,,,,,,,,,265,47>22/20,survey,,
ross creek-haddon road,1,g068,30/09/2014,30/09/2014,forest,"ground layer patchy, pines a problem",,,14,4.0,,0-5,1,1,0,2,2,0,2,1,0,0,5,1,2,1,4,0,0,0,18.0,1,29,0,23,2,2,0,0,0,3,2,2,0,300,,i,,patchy,,,,,,,,,,47,47>[22/20]>47,survey,,
craddocks road,4,g060b,30/09/2014,30/09/2014,forest,,"roadside only scores hcv due to listed species presence, otherwise mcv",,29,4.0,0-5,,0,1,1,2,2,0,1,1,0,1,5,1,2,1,4,1,0,1,20.0,1,29,0,24,1,1,0,0,1,3,2,2,0,289,,i,,continuous,,,,,,,,,,47,47,survey,,
craddocks road,4,g060b,30/09/2014,30/09/2014,forest,,,,16,4.0,0-5,,0,1,0,2,2,0,2,1,0,0,5,2,2,2,4,0,0,0,20.0,1,32,0,24,2,3,0,0,0,3,3,3,0,289,,e,,continuous,,,,,,,,,,286,22/20,survey,,
craddocks road,1,g060b,30/09/2014,30/09/2014,cleared under powerlines,,,,8,4.0,0-5,,0,1,0,2,2,0,0,0,0,0,4,0,0,1,2,0,0,0,16.0,0,29,0,16,0,0,0,0,0,2,1,2,1,289,,i+e,,none,,,,,,,,,,286,22/20,survey,,
craddocks road,3,g060b,30/09/2014,30/09/2014,cleared under powerlines,,,,13,4.0,0-5,,0,1,0,2,2,0,1,0,0,0,5,1,2,2,2,0,0,0,16.0,0,32,0,25,1,1,0,0,0,2,2,3,1,289,,i,,none,,,,,,,,,,286,22/20,survey,,
craddocks road,6,g060b,30/09/2014,30/09/2014,cleared with occasional trees and/or shrubs,,,,12,4.0,,0-5,1,1,0,2,2,0,1,0,0,0,5,1,1,2,2,0,0,0,16.0,0,32,0,23,1,1,0,0,0,2,2,3,1,289,,e,306.0,sparse,,,,,,,,,,286,22/20,survey,,
craddocks road,2,g060b,30/09/2014,30/09/2014,forest,,,,17,4.0,,0-5,0,1,0,2,2,0,2,1,0,0,5,1,3,3,4,0,0,0,20.0,1,32,0,24,2,2,0,0,0,3,2,4,0,300,,i,,continuous,,,,,,,,,,286,22/20,survey,,
craddocks road,3,g060b,30/09/2014,30/09/2014,cleared with occasional trees and/or shrubs,,"roadside only scores hcv due to listed species presence, otherwise mcv",,27,4.0,,0-5,0,1,0,2,2,0,1,0,0,0,5,2,1,1,2,1,0,0,18.0,0,32,0,23,1,1,0,0,0,2,3,2,0,289,,i+e,,patchy,,,,,,,,,,286,22/20,survey,,
craddocks road,1,g060b,30/09/2014,30/09/2014,cleared under powerlines,,"roadside only scores hcv due to listed species presence, otherwise lcv",,22,4.0,,,0,0,0,1,2,0,0,0,0,0,3,0,0,2,2,1,0,0,16.0,0,29,0,0,1,0,0,0,0,2,1,3,1,298,,i+e,,none,,,,,,,,,,47,47,survey,,
craddocks road,1,g060b,30/09/2014,30/09/2014,woodland with patchy native grass understorey,,,,15,4.0,,0-5,0,1,0,2,2,0,2,0,0,0,5,1,2,2,4,0,0,0,18.0,0,29,0,23,2,2,0,0,0,3,2,3,0,300,,i,,patchy,,,,,,,,,,47,47,survey,,
bykersma road,2,g067a,30/09/2014,30/09/2014,forest,,,,14,4.0,0-5,,1,1,0,2,2,0,2,1,0,1,5,2,2,0,4,0,0,0,19.0,1,29,0,24,2,2,0,0,1,3,3,1,0,300,,i,,patchy,,,,,,,,,,47,47,survey,,
bykersma road,1,g067a,30/09/2014,30/09/2014,forest,,,,16,4.0,0-5,,1,1,0,2,2,0,2,1,0,1,5,2,2,2,4,0,0,0,20.0,1,29,0,24,2,2,0,0,1,3,3,3,0,300,,i,,continuous,,,,,,,,,,47,47,survey,,
bykersma road,3,g067a,30/09/2014,30/09/2014,forest,,hcv roadside converted to very high status due to listed species presence,,30,4.0,,0-5,1,2,0,1,2,0,2,1,0,0,5,1,2,1,4,1,0,0,20.0,1,29,0,24,0,2,0,0,0,3,2,2,0,300,,i,309.0,patchy,,,,,,,,,,47,47,survey,,
billabong road,1,g253,01/10/2014,01/10/2014,dominated by shelterbelts and/or escapees,,,,5,8.0,Jun-20,,0,1,0,2,2,0,0,0,0,0,4,0,0,1,0,0,0,0,0.0,0,29,0,16,0,0,0,0,0,1,1,2,1,289,,sb,307.0,none,,,,,,,,,,47,47,survey,,
billabong road,1,g253,01/10/2014,01/10/2014,cleared with occasional trees and/or shrubs,,,,7,4.0,,0-5,0,1,0,2,2,0,0,0,0,0,4,1,0,1,0,0,0,0,16.0,0,29,0,16,0,0,0,0,0,1,2,2,0,289,,sb/e,309.0,none,,,,,,,,,,47,47,survey,,
barbara court,2,g251,01/10/2014,01/10/2014,cleared with occasional trees and/or shrubs,,,,6,4.0,0-5,0-5,0,1,0,1,2,0,0,0,0,0,3,0,0,0,2,0,0,0,0.0,0,29,0,16,0,0,0,0,0,2,1,1,1,289,,sb,310.0,none,,,,,,,,,,47,47,survey,,
log cabin road,1,g276,01/10/2014,01/10/2014,cleared with occasional trees and/or shrubs,,,,4,4.0,0-5,0-5,0,1,0,1,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0.0,0,29,0,16,0,0,0,0,0,1,1,1,0,298,,sb,309.0,none,,,,,,,,,,47,47,survey,,
wallaby creek road,4,g317,01/10/2014,01/10/2014,cleared under powerlines,,,,3,4.0,0-5,,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0.0,0,29,0,0,0,0,0,0,0,1,1,1,1,298,,sb,291.0,none,,,,,,,,,,47,47,survey,,
wallaby creek road,4,g317,01/10/2014,01/10/2014,cleared with occasional trees and/or shrubs,,,,4,4.0,,0-5,0,1,0,1,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0.0,0,29,0,16,0,0,0,0,0,1,1,1,0,298,,sb,309.0,none,,,,,,,,,,47,47,survey,,
cynthia court,2,g260,01/10/2014,01/10/2014,cleared under powerlines,overlays are incorrectly on roadsides not on vegetated corridors adjacent,,,3,4.0,0-5,,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0.0,0,29,0,0,0,0,0,0,0,1,1,1,0,298,,sb/e,309.0,none,,,,,,,,,,47,47,survey,,
cynthia court,2,g260,01/10/2014,01/10/2014,cleared with occasional trees and/or shrubs,,,,9,4.0,,0-5,0,1,0,2,2,0,0,0,0,0,4,1,0,1,2,0,0,0,16.0,0,29,0,23,0,0,0,0,0,2,2,2,0,289,,i,309.0,patchy,,,,,,,,,,47,47,survey,,
wallaby creek road,6,g317,01/10/2014,01/10/2014,cleared with occasional trees and/or shrubs,,,,8,4.0,0-5,,0,1,0,2,2,0,0,0,0,0,4,1,0,0,2,0,0,0,16.0,0,29,0,16,0,0,0,0,0,2,2,1,0,289,,i+e,309.0,patchy,,,,,,,,,,47,47,survey,,
wallaby creek road,6,g317,01/10/2014,01/10/2014,cleared under powerlines,,,,4,4.0,,0-5,0,1,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0.0,0,29,0,0,0,0,0,0,0,1,2,1,1,289,,e,310.0,none,,,,,,,,,,47,47,survey,,
deborah court,2,g262,01/10/2014,01/10/2014,cleared under powerlines,,,,4,4.0,0-5,0-5,0,1,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0.0,0,29,0,0,0,0,0,0,0,1,2,1,1,289,,e/sb,310.0,none,,,,,,,,,,47,47,survey,,
fire access track,4,g111,01/10/2014,01/10/2014,forest,,,,17,4.0,0-5,0-5,1,1,0,2,2,0,2,1,0,0,5,1,3,3,4,0,0,0,20.0,1,32,0,24,2,2,0,0,0,3,2,4,0,300,,i,309.0,continuous,,,,,,,,,,286,20/22,survey,,
haddon-preston hill road,1,g111,01/10/2014,01/10/2014,cleared under powerlines,,,,14,4.0,0-5,,0,1,0,2,2,0,2,0,0,0,5,3,1,2,2,0,0,0,0.0,0,32,0,23,2,2,0,0,0,2,4,3,1,289,,i,291.0,none,,,,,,,,,,286,20/22,survey,,
haddon-preston hill road,1,g111,01/10/2014,01/10/2014,forest,,,,16,4.0,,0-5,0,1,0,2,2,0,2,1,0,0,5,1,3,2,4,0,0,0,20.0,1,32,0,24,2,2,0,0,0,3,2,3,0,289,,i,309.0,continuous,,,,,,,,,,286,20/22,survey,,
haddon-preston hill road,5,g111,01/10/2014,01/10/2014,cleared under powerlines,,,,5,4.0,0-5,,0,1,0,2,2,0,0,0,0,0,3,0,0,1,0,0,0,0,0.0,0,29,0,16,0,0,0,0,0,1,1,2,1,298,,i+e,291.0,none,,,,,,,,,,47,[22/20]>47,survey,,
haddon-preston hill road,5,g111,01/10/2014,01/10/2014,forest,,,,16,4.0,,0-5,0,1,2,1,2,0,2,1,0,0,5,2,2,2,4,0,0,2,18.0,1,29,1,23,2,2,0,0,0,3,3,3,0,289,,i+e,309.0,patchy,,,,,,,,,,47,47>[20/22],survey,,
haddon-preston hill road,1,g111,01/10/2014,01/10/2014,cleared under powerlines,,"roadside only scores hcv due to listed species presence, otherwise mcv",,25,8.0,Jun-20,,0,2,0,2,2,0,1,0,0,1,5,1,0,2,0,1,0,0,16.0,0,29,0,16,1,1,0,0,1,1,2,3,1,289,,i+e,291.0,none,,,,,,,,,,47,47,survey,,
haddon-preston hill road,1,g111,01/10/2014,01/10/2014,forest,,,,16,8.0,Jun-20,,0,2,0,2,2,0,2,0,0,0,5,1,2,2,4,0,0,0,20.0,0,30,0,23,2,2,0,0,0,3,2,3,0,289,,i+e,309.0,continuous,,,,,,,,,,286,22/20,survey,,
